"","IDnum","ageOfTheHouseholdHead","householdSize","farmSize","shareOfHiredLabour","commercializationIndex","totalLaborManDays","farmType","creditaccess","cropChoice","IfHireLabour","perCapitaIncome","percentNonfarmIncome","intensificationStrategies","topgraphicWetnessIndex","distanceToBigMarket"
"19",1014,41,8,2.02343010902405,87.4477005004883,32.4561386108398,236.232528686523,"Subsistence","No","Rice","Yes",429958.875,48.3239517211914,"UseIrrigationAndFertilizerApplication",26.4201497855555,12.4745578765869
"20",906,51,4,1.82108700275421,3.51906156539917,13.9931745529175,374.501586914062,"Subsistence","No","RiceAndMaize","Yes",317294.15625,0,"None",24.7894499368532,23.5708656311035
"21",884,36,11,9.71246433258057,57.7981643676758,21.6216220855713,101.004234313965,"AgroPastoralist","No","RiceAndMaize","Yes",1027857.1875,0,"None",18.5934277941541,41.7085189819336
"22",883,31,7,0.404686003923416,100,41.1392402648926,963.710144042969,"Subsistence","No","RiceAndMaize","Yes",211040.859375,0,"None",23.5675185356614,44.9393920898438
"23",804,46,7,2.73163056373596,80.6451644897461,50.8130073547363,158.879470825195,"Subsistence","No","Rice","Yes",381299.5625,4.03796005249023,"None",25.2414948635945,40.4109802246094
"24",993,70,6,4.24920320510864,6.21359205245972,29.4661293029785,121.199195861816,"Subsistence","No","Rice","Yes",176703.578125,38.8909111022949,"None",25.8011106162146,2.02449560165405
"25",886,39,4,5.71618986129761,72.2222213745117,0,113.362228393555,"AgroPastoralist","No","Rice","Yes",15712500,91.8931274414062,"None",16.705653101445,42.1635246276855
"26",946,30,4,0.708200514316559,73.3333358764648,100,338.887084960938,"Diversifier","No","Vegitables","Yes",141500,0,"UseIrrigationAndFertilizerApplication",16.5940030883984,19.8180599212646
"27",753,55,6,4.85623216629028,14.072847366333,65.1800994873047,124.376258850098,"Diversifier","Yes","VegitAndMaize","Yes",234051.4375,0,"ApplyFertilizer",17.4528674561212,18.2260150909424
"28",967,63,5,2.02343010902405,63.6363639831543,83.7551803588867,141.344146728516,"Subsistence","No","Rice","Yes",1011271,0,"UseIrrigationAndFertilizerApplication",23.9797151904225,14.6886863708496
"29",770,41,4,3.64217400550842,52.4271850585938,49.7716903686523,56.559627532959,"Subsistence","No","Rice","Yes",587020.125,0,"ApplyImprovedSeed",23.8552005899586,15.8095769882202
"30",869,61,6,2.12460160255432,36.3636360168457,32.6441802978516,62.1292953491211,"Subsistence","No","Rice","Yes",801666.0625,0,"None",16.6990184544963,49.3984336853027
"31",805,24,6,0.505857527256012,1.92307686805725,55.5555572509766,925.161682128906,"Diversifier","No","VegitAndRice","Yes",360155.90625,0,"None",16.5872948631466,40.3613662719727
"32",779,38,5,12.1405801773071,68.4782638549805,33.673469543457,15.155782699585,"AgroPastoralist","Yes","RiceAndMaize","Yes",986050.8125,36.9783630371094,"ApplyFertilizer",17.5284525113475,34.9625473022461
"33",912,44,6,8.09372043609619,1.36986303329468,57.9124565124512,36.0773506164551,"Subsistence","No","Rice","Yes",648986.4375,22.4633922576904,"ApplyImprovedSeed",25.8011106162146,23.3811912536621
"34",752,49,4,2.12460160255432,33.3333320617676,37.4978256225586,146.851058959961,"Subsistence","Yes","Rice","Yes",595077.1875,32.2776298522949,"None",25.4133451096763,18.5083904266357
"35",832,31,3,1.51757252216339,63.3663368225098,68.1818161010742,66.5536575317383,"Subsistence","Yes","Rice","Yes",295857.15625,0,"None",17.3823375984869,63.0235862731934
"36",817,37,4,1.31522953510284,58.8235282897949,80,413.616027832031,"Subsistence","Yes","Rice","Yes",236322.59375,0,"None",28.2770484397723,42.0211944580078
"37",854,51,4,1.61874401569366,1.36054420471191,11.9402990341187,181.622299194336,"Diversifier","Yes","RiceAndMaize","Yes",108895.25,0,"ApplyImprovedSeed",26.4942577530325,19.674560546875
"38",806,39,10,3.23748803138733,0,0,29.0348567962646,"Diversifier","Yes","RiceAndMaize","No",118549.6875,81.8667678833008,"None",23.8552005899586,39.9520988464355
"39",852,25,3,2.2257730960846,48.2758636474609,71.3375778198242,208.466888427734,"Diversifier","Yes","RiceAndMaize","Yes",651787.3125,0,"None",15.8896198144762,21.8807010650635
"40",824,65,5,0.809372007846832,19.230770111084,58.8235282897949,449.731384277344,"Diversifier","No","RiceAndMaize","Yes",300100,0,"CropMultipleTimes",17.104828679928,63.1229820251465
"41",812,32,3,1.21405804157257,81.5046997070312,71.7076721191406,525.510314941406,"Subsistence","Yes","RiceAndMaize","Yes",1112809,45.2144622802734,"ApplyFertilizer",25.2414948635945,43.2140693664551
"42",1012,65,2,5.26091814041138,99.1304321289062,46.0327072143555,153.015121459961,"Diversifier","No","RiceAndMaize","Yes",3771724.25,0,"None",17.4522922460463,12.0234603881836
"43",792,50,4,6.17146158218384,35.0622406005859,53.5475234985352,156.202865600586,"Diversifier","No","RiceMaizeAndVegit","Yes",718734.3125,0,"ApplyFertilizer",21.9573243051746,29.7764987945557
"44",965,48,7,6.07029008865356,56.5217399597168,21.5492134094238,37.8894577026367,"Diversifier","Yes","RiceAndMaize","Yes",844024.0625,0,"UseIrrigationAndFertilizerApplication",17.3937082489249,13.0839290618897
"45",835,64,6,1.21405804157257,0,26.3157901763916,177.915710449219,"Diversifier","No","RiceAndMaize","Yes",96311.0390625,1.40278768539429,"CropMultipleTimes",17.6877192287665,62.8447685241699
"46",880,56,4,1.01171505451202,66.6666641235352,74.817138671875,177.915710449219,"Subsistence","No","Rice","Yes",328862.375,0,"None",16.241028811728,41.5451469421387
"47",1041,33,6,0.505857527256012,0,0,245.457778930664,"Diversifier","Yes","Maize","No",8861.111328125,0,"CropMultipleTimes",26.1324677312583,3.12502145767212
"48",901,49,3,2.2257730960846,1.19047617912293,0,150.958786010742,"Subsistence","No","Rice","Yes",16800,0,"None",26.8509326744628,32.455135345459
"49",917,65,3,3.03514504432678,2.82485866546631,89.4009246826172,174.950454711914,"Diversifier","No","RiceAndMaize","Yes",1399309.5,0,"UseIrrigation",27.4033799380566,23.5882453918457
"50",1042,78,2,1.01171505451202,7.692307472229,1.71939480304718,192.74201965332,"Subsistence","No","Rice","Yes",73387.5,0,"None",25.0338555119196,3.99362659454346
"51",863,49,4,3.3386595249176,10.8958835601807,62.962963104248,123.702339172363,"Subsistence","No","Rice","Yes",430350.28125,0,"None",19.3538862088038,20.0916633605957
"52",839,38,5,4.45154619216919,79.6571426391602,54.3287773132324,196.560913085938,"Subsistence","Yes","Rice","Yes",1356565.375,0,"CropMultipleTimes",18.1579785280589,24.5199241638184
"53",948,51,6,1.01171505451202,2.02702713012695,61.0169486999512,438.858734130859,"Subsistence","Yes","Rice","Yes",33138.09765625,0,"None",18.1100053391642,19.9247531890869
"54",847,25,2,1.01171505451202,100,73.3333358764648,142.332565307617,"Subsistence","Yes","Rice","Yes",289396.5,0,"None",17.9799522191232,22.8251075744629
"55",940,53,4,1.1128865480423,25.2100849151611,11.5867395401001,106.929138183594,"Subsistence","Yes","Rice","Yes",197545.1875,0,"None",16.6463293529766,19.4164562225342
"56",864,33,3,0.910543501377106,43.6860084533691,55.5555572509766,643.571655273438,"Subsistence","No","Rice","Yes",350517.21875,0,"None",18.8516586004246,21.7629089355469
"57",789,36,3,0.404686003923416,85.2713165283203,36.7458877563477,956.296997070312,"Subsistence","Yes","RiceAndMaize","Yes",679261.9375,0,"ApplyFertilizer",26.2065756987353,29.1734199523926
"58",939,28,3,0.505857527256012,39.2000007629395,30.769229888916,247.10514831543,"Subsistence","Yes","Rice","Yes",110304.7734375,0,"ApplyFertilizer",18.6548431048592,18.7209606170654
"59",928,26,3,1.06200003623962,0.552486181259155,52.680721282959,681.732543945312,"Diversifier","No","RiceMaizeAndVegit","Yes",202299.484375,0,"UseIrrigationAndFertilizerApplication",16.241028811728,5.74818754196167
"60",973,80,3,3.64217400550842,0.209643602371216,0,130.965728759766,"Diversifier","No","Rice","Yes",219087.265625,33.275016784668,"None",18.7983126230858,7.00584030151367
