"","IDnum","ageOfTheHouseholdHead","householdSize","farmSize","shareOfHiredLabour","commercializationIndex","totalLaborManDays","farmType","creditaccess","cropChoice","IfHireLabour","perCapitaIncome","percentNonfarmIncome","intensificationStrategies","topgraphicWetnessIndex","distanceToBigMarket"
"48",955,48,2,0.809372007846832,53.8461532592773,75,642.473388671875,"Subsistence","Yes","Rice","Yes",513772.1875,0,"UseIrrigation",17.9451190807341,13.9863777160644
"49",978,62,4,2.32694458961487,54.0772514343262,47.7845344543457,200.262603759766,"Subsistence","Yes","Rice","Yes",341237.15625,0,"None",18.8645620044462,6.36237621307373
"50",945,29,2,0.809372007846832,0.573065876960754,66.6666641235352,862.397033691406,"Subsistence","Yes","Rice","Yes",187614.296875,0,"None",25.1183103705465,19.5170478820801
"51",854,51,4,1.61874401569366,1.36054420471191,11.9402990341187,181.622299194336,"Diversifier","Yes","RiceAndMaize","Yes",108895.25,0,"ApplyImprovedSeed",26.4942577530325,19.674560546875
"52",984,37,6,1.92225849628449,81.9935684204102,48.355899810791,161.788848876953,"Subsistence","No","Rice","Yes",113612.2265625,0,"None",26.8509326744628,6.31447792053223
"53",841,32,7,4.09744596481323,100,75.7142868041992,42.9535865783691,"Subsistence","No","RiceAndMaize","Yes",181022.140625,0,"None",17.9966084308485,22.8284339904785
"54",811,40,4,2.32694458961487,86.8421020507812,20.5254516601562,261.286834716797,"Subsistence","No","Rice","Yes",545121,20.6151275634766,"ApplyImprovedSeed",19.4184247258686,38.0662078857422
"55",1030,43,6,0.910543501377106,4.10958909988403,66.6666641235352,240.515686035156,"Subsistence","No","Rice","Yes",113366.6640625,0,"None",16.4762200601749,2.87717318534851
"56",1048,55,1,0.505857527256012,0,0,672.126037597656,"Diversifier","No","VegitAndRice","No",NA,13.5958995819092,"CropMultipleTimes",25.1769563465297,3.87138962745667
"57",874,46,11,7.68903398513794,0,0,43.3409461975098,"AgroPastoralist","No","RiceAndMaize","No",105558.4453125,0,"None",18.4375955347534,49.455451965332
"58",775,26,2,1.01171505451202,0.284900277853012,100,346.935638427734,"Subsistence","No","Rice","Yes",211552.265625,0,"None",15.5472239592582,15.4502277374268
"59",806,39,10,3.23748803138733,0,0,29.0348567962646,"Diversifier","Yes","RiceAndMaize","No",118549.6875,81.8667678833008,"None",23.8552005899586,39.9520988464355
"60",823,78,4,1.41640102863312,88.4422073364258,54.7445259094238,140.496932983398,"Subsistence","No","RiceAndMaize","Yes",473196.4375,79.1283340454102,"None",16.9341759485459,63.3746643066406
"61",787,37,6,0.910543501377106,1.83486235141754,75,359.126159667969,"Subsistence","Yes","Rice","Yes",74095.2421875,0,"None",22.4689063163228,32.483341217041
"62",1000,30,3,0.505857527256012,11.3924055099487,50,937.022705078125,"Subsistence","No","Rice","Yes",86058.8125,0,"None",23.9210500851577,2.01196002960205
"63",858,35,3,1.61874401569366,15.5440425872803,12.6984128952026,79.4854888916016,"Diversifier","No","RiceAndMaize","Yes",440672.40625,0,"None",15.3248696981715,14.6707620620728
"64",1039,73,7,5.66560411453247,30.2491111755371,4.9180326461792,49.5975341796875,"Diversifier","No","RiceMaizeAndVegit","Yes",116142.859375,0,"ApplyImprovedSeed",16.4537634789488,4.33039045333862
"65",835,64,6,1.21405804157257,0,26.3157901763916,177.915710449219,"Diversifier","No","RiceAndMaize","Yes",96311.0390625,1.40278768539429,"CropMultipleTimes",17.6877192287665,62.8447685241699
"66",912,44,6,8.09372043609619,1.36986303329468,57.9124565124512,36.0773506164551,"Subsistence","No","Rice","Yes",648986.4375,22.4633922576904,"ApplyImprovedSeed",25.8011106162146,23.3811912536621
"67",999,28,3,0.809372007846832,39.2156867980957,52.7472534179688,441.082702636719,"Subsistence","Yes","Rice","Yes",60323.51953125,0,"None",31.6545434959862,2.02449560165405
"68",791,73,3,10.3194932937622,39.7585525512695,19.5116958618164,60.2015991210938,"Diversifier","No","RiceMaizeAndVegit","Yes",2131333.25,0,"None",16.4443602255269,27.0834789276123
"69",942,45,5,2.47870182991028,65.3650283813477,51.8518524169922,712.873168945312,"Subsistence","Yes","VegitAndRice","Yes",268285.71875,9.58116626739502,"UseIrrigationAndFertilizerApplication",16.1295747090488,18.912691116333
"70",751,59,4,1.21405804157257,27.4509811401367,35.4257774353027,252.047256469727,"Diversifier","No","RiceMaizeAndVegit","Yes",291937.875,7.31126976013184,"CropMultipleTimes",25.359277891818,18.3411426544189
"71",878,47,11,8.49840641021729,1.53104627132416,46.6666679382324,415.018981933594,"AgroPastoralist","No","Rice","Yes",994415.625,0,"None",18.0076963344933,40.9583358764648
"72",818,25,2,0.809372007846832,8.13008117675781,3.93700790405273,455.909027099609,"Diversifier","Yes","RiceAndMaize","Yes",334241.25,6.34129476547241,"CropMultipleTimes",28.9082562810587,42.269359588623
"73",755,32,2,0.910543501377106,54.5454559326172,47.0746459960938,422.824401855469,"Subsistence","No","Rice","Yes",220398.59375,0,"None",20.5776307151535,19.0778484344482
"74",961,41,5,0.910543501377106,81.5498123168945,52.7272758483887,297.624450683594,"Subsistence","No","Rice","Yes",805425.875,0,"UseIrrigationAndFertilizerApplication",18.0327881678845,14.0840787887573
