,IDnum,ageOfTheHouseholdHead,householdSize,farmSize,shareOfHiredLabour,commercializationIndex,totalLaborManDays,farmType,creditaccess,cropChoice,IfHireLabour,perCapitaIncome,percentNonfarmIncome,wardCode,intensificationStrategies,topgraphicWetnessIndex,distanceToBigMarket,maizePrice,RicePrice,fold
19,922,35,3,1.0117151,1.5831134,35.474007,374.61142,Subsistence,No,Rice,Yes,1851392.3,86.085533,83,None,16.240372,5.25137,0,1312.6154,3
20,927,35,2,0.80937201,21.221865,62.5,384.24854,Subsistence,Yes,RiceAndMaize,Yes,300840.59,0,83,ApplyFertilizer,16.300188,3.8700824,805.68878,1312.6154,10
21,931,38,1,0.48562321,3.6697247,60,224.45386,Subsistence,No,RiceAndMaize,Yes,556375.75,29.469227,83,ApplyFertilizer,17.626665,5.7911606,676.88849,1312.6154,4
22,936,50,6,1.0117151,7.0588236,43.47826,168.03151,Subsistence,No,Rice,Yes,167863.94,21.256769,23,None,24.022306,19.215271,0,1138.2858,5
23,942,45,5,2.4787018,65.365028,51.851852,712.87317,Subsistence,Yes,VegitAndRice,Yes,268285.72,9.5811663,23,UseIrrigationAndFertilizerApplication,16.129574,18.912691,0,1138.2858,3
24,973,80,3,3.642174,0.2096436,0,130.96573,Diversifier,No,Rice,Yes,219087.27,33.275017,11,None,18.798313,7.0058403,0,1247.595,2
25,987,61,6,0.50585753,70.66246,49.019608,156.66466,Subsistence,No,Rice,Yes,117237.48,0,11,None,26.745573,7.0998249,0,1247.595,6
26,1004,48,6,0.60702902,0.27942717,61.666668,589.5517,Subsistence,No,Rice,Yes,87745.094,0,91,None,25.464638,2.2085786,0,1403.9215,6
27,1008,38,4,0.80937201,66.666664,57.553425,667.18396,Subsistence,No,Rice,Yes,250487.53,0,91,None,31.654543,1.9350412,0,1403.9215,7
28,1025,36,3,1.1128865,45,47.477745,107.82771,Subsistence,Yes,RiceAndMaize,Yes,197963.3,0,11,None,20.085154,14.728935,944.44446,1247.595,9
29,1032,58,1,0.70820051,8.7378645,73.837952,145.43904,Diversifier,No,RiceAndMaize,Yes,1065930.1,0,83,CropMultipleTimes,18.118771,2.9242716,1111.1111,1466.6666,9
30,1033,53,5,0.70820051,29.319372,37.5,269.69763,Diversifier,No,RiceAndMaize,Yes,266094.47,0,83,None,17.30777,12.635365,1111.1111,1466.6666,4
31,1051,41,5,1.0117151,21.89781,52.100842,135.41362,Diversifier,Yes,RiceMaizeAndVegit,Yes,431314.28,31.283916,83,CropMultipleTimes,24.771492,3.214417,1111.1111,1466.6666,5
