,IDnum,ageOfTheHouseholdHead,householdSize,farmSize,shareOfHiredLabour,commercializationIndex,totalLaborManDays,farmType,creditaccess,cropChoice,IfHireLabour,perCapitaIncome,percentNonfarmIncome,wardCode,intensificationStrategies,topgraphicWetnessIndex,distanceToBigMarket,maizePrice,RicePrice,fold
14,764,61,8,2.8328021,1.6806723,0,84.015755,Diversifier,Yes,RiceAndMaize,Yes,108040.61,64.803574,101,None,17.157154,17.086859,414.28571,1144.301,2
15,765,32,4,4.2492032,34.117645,80,220.04126,Subsistence,No,Rice,Yes,834819.06,0,101,None,15.547224,3.9284773,0,1144.301,7
16,766,39,8,4.1480317,3.0495553,79.451828,189.72855,Subsistence,No,RiceAndMaize,Yes,333598.22,0,101,None,15.142417,15.522437,414.28571,1144.301,2
17,768,37,6,1.214058,7.5353217,97.312325,327.92914,Diversifier,No,RiceAndMaize,Yes,168503.83,0,101,None,16.240372,15.665535,414.28571,1144.301,10
18,770,41,4,3.642174,52.427185,49.77169,56.559628,Subsistence,No,Rice,Yes,587020.13,0,101,ApplyImprovedSeed,23.8552,15.809577,0,1144.301,9
19,771,62,4,3.844517,0,59.422752,362.5943,Diversifier,No,RiceAndMaize,No,832732.88,0,101,ApplyImprovedSeed,18.221426,15.893529,414.28571,1144.301,6
20,772,26,3,2.0234301,55,66.666664,148.26309,Subsistence,No,Rice,Yes,889026.81,0,101,ApplyImprovedSeed,26.612041,14.785169,0,1144.301,3
21,773,41,8,8.4984064,38.650307,2.0995171,57.540199,AgroPastoralist,No,RiceAndMaize,Yes,827980.81,0,101,None,15.547224,16.732565,414.28571,1144.301,5
22,774,27,4,1.214,0,62.661106,197.69357,Diversifier,No,RiceAndMaize,No,275408,52.009651,101,None,30.66617,14.554761,414.28571,1144.301,3
23,775,26,2,1.0117151,0.28490028,100,346.93564,Subsistence,No,Rice,Yes,211552.27,0,101,None,15.547224,15.450228,0,1144.301,8
24,776,63,4,5.0585752,50.746269,22.811272,79.469017,Diversifier,No,RiceAndMaize,Yes,117016.38,0,101,None,17.84981,17.268314,414.28571,1144.301,10
25,777,34,5,6.0702901,0.24390244,62.040237,135.08415,Diversifier,No,RiceAndMaize,Yes,166039.16,0,101,None,24.771492,15.862937,414.28571,1144.301,4
26,779,38,5,12.14058,68.478264,33.67347,15.155783,AgroPastoralist,Yes,RiceAndMaize,Yes,986050.81,36.978363,101,ApplyFertilizer,17.528452,34.962547,1000,1040.9524,2
27,780,47,6,4.1480317,61.146496,83.333336,28.386957,Subsistence,No,Rice,Yes,268846.97,5.966938,101,None,29.996162,27.641029,0,1040.9524,1
28,781,38,6,7.284348,4.2042041,26.775957,91.428909,Diversifier,No,RiceAndMaize,Yes,398690.5,0,101,None,21.478582,33.874649,1000,1040.9524,1
29,782,35,5,3.642174,75.543953,49.603176,315.47092,Diversifier,No,RiceAndMaize,Yes,486714.31,6.0291791,101,ApplyImprovedSeed,17.503759,34.862686,1000,1040.9524,8
30,783,37,2,0.70820051,70.09346,64.008781,453.26147,Subsistence,Yes,Rice,Yes,237837.02,0,101,ApplyImprovedSeed,18.439484,28.176243,0,1040.9524,2
31,785,45,6,1.618744,0.11376564,33.034172,543.01361,Diversifier,No,RiceAndMaize,Yes,174213.86,0,101,None,15.528296,35.605583,1000,1040.9524,1
32,786,42,7,2.8328021,0,4.5225482,186.38789,Diversifier,Yes,RiceAndMaize,Yes,267653.06,21.245928,101,None,17.514021,28.975018,1000,1040.9524,1
33,787,37,6,0.9105435,1.8348624,75,359.12616,Subsistence,Yes,Rice,Yes,74095.242,0,101,None,22.468906,32.483341,0,1040.9524,6
34,788,53,10,3.642174,4.6153846,16.60988,160.61836,Diversifier,Yes,RiceAndMaize,Yes,353500,0,101,None,26.439198,26.245283,1000,1040.9524,4
35,789,36,3,0.404686,85.271317,36.745888,956.297,Subsistence,Yes,RiceAndMaize,Yes,679261.94,0,101,ApplyFertilizer,26.206575,29.17342,780.53406,1040.9524,9
36,790,48,3,4.6538892,91.616768,4.2105265,430.60757,Subsistence,No,RiceAndMaize,Yes,2002238.1,0.55666,101,None,21.610201,29.975672,1000,1040.9524,6
37,791,73,3,10.319493,39.758553,19.511696,60.201599,Diversifier,No,RiceMaizeAndVegit,Yes,2131333.3,0,101,None,16.444361,27.083479,1000,1040.9524,5
38,792,50,4,6.1714616,35.062241,53.547523,156.20287,Diversifier,No,RiceMaizeAndVegit,Yes,718734.31,0,101,ApplyFertilizer,21.957325,29.776499,1000,1040.9524,5
39,793,45,3,1.618744,14.792899,23.455826,104.40193,Diversifier,Yes,RiceAndMaize,Yes,303238.09,0,101,None,17.503759,34.762833,1000,1040.9524,8
40,794,41,3,2.1246016,82.758621,66.666664,204.74426,Subsistence,No,RiceAndMaize,Yes,722360.25,0,121,ApplyImprovedSeed,24.953814,40.267483,660,1232.2581,5
41,795,39,3,1.3152295,83.660133,46.980209,116.32951,Subsistence,Yes,Rice,Yes,514655.91,0,121,ApplyImprovedSeed,16.905748,40.092308,0,1232.2581,4
42,796,36,4,1.214058,71.91011,46.666668,879.69434,Subsistence,No,Rice,Yes,274032.25,0,121,None,23.567518,40.029663,0,1232.2581,10
43,797,28,5,0.50585753,6.521739,56.015038,727.47754,Subsistence,No,Rice,Yes,274387.09,54.980785,121,None,25.604401,41.077747,0,1232.2581,5
44,798,41,6,2.2257731,40.191387,33.333332,93.899956,Subsistence,No,Rice,Yes,39005.375,0,121,None,17.738552,40.806843,0,1232.2581,7
45,799,48,7,0.80937201,6.6604996,46.666668,333.90085,Subsistence,Yes,Rice,Yes,161184.34,0,121,None,23.162054,40.070976,0,1232.2581,10
46,800,66,5,2.4281161,15.15435,54.166668,220.1295,Subsistence,No,VegitAndRice,Yes,381312.91,0,121,None,17.280441,40.538502,0,1232.2581,5
47,801,44,8,1.0117151,57.915058,28.571428,256.00095,Subsistence,No,Rice,Yes,48991.938,0,121,None,25.107964,40.536125,0,1232.2581,9
48,802,55,7,4.0468602,4.2007003,46.666668,211.76912,Subsistence,Yes,Rice,Yes,158041.48,0,121,None,23.567518,40.007282,0,1232.2581,2
49,805,24,6,0.50585753,1.9230769,55.555557,925.16168,Diversifier,No,VegitAndRice,Yes,360155.91,0,121,None,16.587296,40.361366,0,1232.2581,8
50,806,39,10,3.237488,0,0,29.034857,Diversifier,Yes,RiceAndMaize,No,118549.69,81.866768,121,None,23.8552,39.952099,660,1232.2581,1
51,807,28,3,2.2257731,8.0402012,46.544102,89.407135,Subsistence,No,RiceAndMaize,Yes,339793.09,8.9096441,121,CropMultipleTimes,23.8552,40.002346,660,1232.2581,9
52,808,41,6,2.1246016,73.298431,33.32011,89.899208,Subsistence,Yes,VegitAndRice,Yes,492263.47,0,121,None,24.241726,43.466721,0,1232.2581,4
53,809,41,5,4.8562322,73.5,0,82.368385,Subsistence,No,Rice,Yes,1494141.9,19.980663,121,None,18.112173,63.413219,0,1232.2581,6
54,810,50,6,2.4281161,72.781731,33.742332,45.834572,Subsistence,No,Rice,Yes,107609.92,22.04101,121,None,26.38093,41.3634,0,1232.2581,8
55,811,40,4,2.3269446,86.842102,20.525452,261.28683,Subsistence,No,Rice,Yes,545121,20.615128,121,ApplyImprovedSeed,19.418425,38.066208,0,1232.2581,10
56,812,32,3,1.214058,81.5047,71.707672,525.51031,Subsistence,Yes,RiceAndMaize,Yes,1112809,45.214462,121,ApplyFertilizer,25.241495,43.214069,660,1232.2581,6
57,813,44,6,1.416401,19.81982,58.333332,235.10291,Subsistence,No,Rice,Yes,314144.09,0,121,ApplyImprovedSeed,16.53504,39.586689,0,1232.2581,4
58,815,51,6,0.80937201,0.10405827,76.582275,1187.3403,Subsistence,No,VegitAndRice,Yes,130559.13,0,121,UseIrrigationAndFertilizerApplication,23.567518,40.460033,0,1232.2581,10
59,818,25,2,0.80937201,8.1300812,3.9370079,455.90903,Diversifier,Yes,RiceAndMaize,Yes,334241.25,6.3412948,121,CropMultipleTimes,28.908257,42.26936,660,1232.2581,8
60,819,57,6,3.439831,10.693302,13.379047,494.79175,Subsistence,Yes,RiceAndMaize,Yes,922661.81,0,121,CropMultipleTimes,28.908257,42.26936,660,1232.2581,4
61,820,47,5,1.821087,55.353077,57.142857,401.77466,Subsistence,No,Rice,Yes,385735.5,5.8229632,121,None,16.587296,40.737221,0,1232.2581,4
62,821,36,6,1.618744,36.363636,41.176472,156.29402,Subsistence,Yes,RiceAndMaize,Yes,306769.25,34.384712,121,CropMultipleTimes,25.30212,41.442589,660,1232.2581,1
63,822,42,6,1.5175725,69.565216,76,106.09048,Subsistence,Yes,Rice,Yes,292534.09,0,121,None,19.130743,41.980595,0,1232.2581,6
64,823,78,4,1.416401,88.442207,54.744526,140.49693,Subsistence,No,RiceAndMaize,Yes,473196.44,79.128334,131,None,16.934175,63.374664,888.88892,1138.0952,10
65,824,65,5,0.80937201,19.23077,58.823528,449.73138,Diversifier,No,RiceAndMaize,Yes,300100,0,131,CropMultipleTimes,17.104828,63.122982,888.88892,1138.0952,6
66,825,62,7,4.4515462,10.778444,52.766392,62.525085,Diversifier,Yes,RiceAndMaize,Yes,195673.47,0,131,None,16.847164,63.502766,888.88892,1138.0952,2
67,826,28,4,2.3269446,81.25,75.471695,371.30234,Subsistence,No,RiceAndMaize,Yes,795311.5,18.326572,131,ApplyImprovedSeed,25.995266,63.910694,888.88892,1138.0952,7
68,827,31,2,0.9105435,0.95238096,48.317307,345.94724,Diversifier,No,RiceAndMaize,Yes,887328.56,16.316256,131,ApplyImprovedSeed,19.073584,60.424824,888.88892,1138.0952,4
69,828,74,2,2.1246016,60.493828,64.451828,152.49918,Diversifier,No,RiceMaizeAndVegit,Yes,492778.56,0,131,ApplyImprovedSeed,17.210167,62.3521,888.88892,1138.0952,8
70,829,60,5,2.4281161,92.059837,29.873417,715.78125,Subsistence,No,VegitAndRice,Yes,176071.42,0,131,UseIrrigationAndFertilizerApplication,16.751854,63.664227,0,1138.0952,9
71,830,37,6,1.9222585,92.307693,30,108.20605,Subsistence,Yes,Rice,Yes,144095.23,18.983049,131,None,18.112173,63.413219,0,1138.0952,8
72,831,27,3,1.1128865,60.60606,56.81818,237.22095,Diversifier,No,RiceAndMaize,Yes,527047.63,0,131,CropMultipleTimes,22.468906,60.157692,888.88892,1138.0952,8
73,832,31,3,1.5175725,63.366337,68.181816,66.553658,Subsistence,Yes,Rice,Yes,295857.16,0,131,None,17.382338,63.023586,888.88892,1138.0952,10
74,833,38,4,1.618744,93.888885,83.333336,111.19732,Diversifier,No,VegitAndRice,Yes,1100607.1,70.087608,131,None,17.141176,63.180988,0,1138.0952,2
75,834,65,10,1.7199155,39.790577,76.815086,888.41571,Diversifier,No,RiceAndMaize,Yes,212185.25,0,131,CropMultipleTimes,17.035835,62.961571,888.88892,1138.0952,1
76,837,43,11,2.0234301,35,28.53067,296.52618,Diversifier,No,RiceAndMaize,Yes,145443.83,0,131,None,19.29722,62.510551,888.88892,1138.0952,9
77,838,42,5,3.035145,79.310349,53.262318,1223.0059,Subsistence,Yes,RiceAndMaize,Yes,571551,0,61,ApplyImprovedSeed,19.607719,21.22451,861.11108,1167.816,6
78,839,38,5,4.4515462,79.657143,54.328777,196.56091,Subsistence,Yes,Rice,Yes,1356565.4,0,61,CropMultipleTimes,18.157978,24.519924,861.11108,1167.816,6
79,840,45,4,4.6538892,74.816628,29.239765,87.883484,Subsistence,Yes,RiceAndMaize,Yes,596853.44,4.8235712,61,None,30.257118,16.121437,861.11108,1167.816,2
80,841,32,7,4.097446,100,75.714287,42.953587,Subsistence,No,RiceAndMaize,Yes,181022.14,0,61,None,17.996609,22.828434,861.11108,1167.816,6
81,842,70,5,1.618744,6.818182,42.025318,81.544701,Diversifier,No,RiceAndMaize,Yes,112444.83,0,61,None,17.9793,24.862364,861.11108,1167.816,5
82,843,74,4,3.439831,59.92218,47.080978,74.712975,Subsistence,No,RiceAndMaize,Yes,219465.5,6.0128555,61,ApplyImprovedSeed,30.07728,15.747684,861.11108,1167.816,6
83,844,39,5,2.0234301,60,46.544182,126.02363,Subsistence,No,RiceAndMaize,Yes,417948.25,6.9814334,61,None,18.739361,22.77095,861.11108,1167.816,10
84,845,49,5,0.80937201,0.75,39.215687,494.21033,Diversifier,No,RiceMaizeAndVegit,Yes,223620.7,0,61,CropMultipleTimes,19.933668,23.517136,861.11108,1167.816,2
85,846,45,9,5.0585752,1.268797,70.571632,280.44788,Diversifier,Yes,RiceAndMaize,Yes,46446.355,0,61,CropMultipleTimes,18.245523,17.551397,861.11108,1167.816,5
86,847,25,2,1.0117151,100,73.333336,142.33257,Subsistence,Yes,Rice,Yes,289396.5,0,61,None,17.979952,22.825108,0,1167.816,3
87,848,52,6,3.1363165,1.8404908,14.551805,103.94359,Subsistence,Yes,Rice,Yes,392126.41,0,61,None,26.979765,15.780746,0,1167.816,7
88,849,53,7,1.9222585,5.036726,37.774376,247.8855,Diversifier,No,Maize,Yes,256857.14,2.5075226,61,CropMultipleTimes,17.652424,24.36923,861.11108,0,10
89,850,52,4,1.821087,21.923986,46.878067,405.75583,Diversifier,No,Maize,Yes,64649.211,0,61,None,17.370804,24.274155,861.11108,0,7
90,851,47,6,1.416401,2.7027028,47.684444,156.73528,Diversifier,No,RiceMaizeAndVegit,Yes,379679.03,0,61,ApplyFertilizer,17.576656,24.094007,861.11108,1167.816,8
91,852,25,3,2.2257731,48.275864,71.337578,208.46689,Diversifier,Yes,RiceAndMaize,Yes,651787.31,0,61,None,15.88962,21.880701,861.11108,1167.816,6
92,853,38,4,0.9105435,0.62630481,55.555557,1052.1189,Subsistence,Yes,Rice,Yes,447596.38,17.364786,61,ApplyImprovedSeed,14.700771,14.711404,0,1167.816,7
93,854,51,4,1.618744,1.3605442,11.940299,181.6223,Diversifier,Yes,RiceAndMaize,Yes,108895.25,0,61,ApplyImprovedSeed,26.494257,19.674561,861.11108,1167.816,4
94,855,49,4,2.4281161,26.086956,49.629631,132.6131,Diversifier,No,RiceAndMaize,Yes,2109099,5.2941446,61,ApplyFertilizer,18.740238,21.982216,861.11108,1167.816,1
95,856,31,3,2.6300001,78.350517,85.555557,36.882126,Diversifier,No,VegitAndRice,Yes,647067.5,0,61,ApplyImprovedSeed,17.221857,14.517167,0,1167.816,1
96,859,74,4,3.3386595,99.009903,25.149626,121.00665,Subsistence,Yes,VegitAndRice,Yes,356906,16.912334,61,None,16.528711,14.649017,0,1167.816,5
97,860,31,4,6.677319,1.459854,11.606782,41.034431,Diversifier,No,RiceAndMaize,Yes,464991.38,26.738379,61,None,17.400471,15.116503,861.11108,1167.816,7
98,861,47,11,12.14058,64.246597,69.230766,67.693092,AgroPastoralist,No,VegitAndRice,Yes,465000,0,61,None,14.53652,14.76462,0,1167.816,6
99,863,49,4,3.3386595,10.895884,62.962963,123.70234,Subsistence,No,Rice,Yes,430350.28,0,61,None,19.353886,20.091663,0,1167.816,8
100,864,33,3,0.9105435,43.686008,55.555557,643.57166,Subsistence,No,Rice,Yes,350517.22,0,61,None,18.851658,21.762909,0,1167.816,6
101,865,46,8,14.669868,0.56657225,49.961567,48.125862,AgroPastoralist,No,RiceAndMaize,Yes,470379.28,0,61,None,15.998521,15.026527,861.11108,1167.816,4
102,867,40,5,2.6304591,9.6385546,32.432434,378.64114,Diversifier,Yes,Maize,Yes,125500,0,61,None,14.659055,15.475425,861.11108,0,5
103,868,42,11,16.996813,30.069929,66.018066,243.98692,AgroPastoralist,No,RiceAndMaize,Yes,573298.75,0,241,None,28.732304,48.941624,777.77777,1104.762,9
104,869,61,6,2.1246016,36.363636,32.64418,62.129295,Subsistence,No,Rice,Yes,801666.06,0,241,None,16.699018,49.398434,777.77777,1104.762,8
105,870,36,5,2.9339736,37.931034,75,79.073654,Subsistence,No,Rice,Yes,157428.59,0,241,None,23.567518,49.570732,0,1104.762,3
106,871,40,8,6.879662,0,43.422729,347.98221,AgroPastoralist,No,RiceAndMaize,No,912036.13,0,241,None,19.590275,48.838024,777.77777,1104.762,3
107,872,70,8,0.1011715,0,18.613138,1897.7676,Subsistence,No,RiceAndMaize,No,56785.719,0,241,None,16.342344,49.563278,777.77777,1104.762,8
108,873,50,11,8.9030924,0,7.4437823,176.11858,AgroPastoralist,No,RiceMaizeAndVegit,No,211561.61,0,241,None,18.347677,49.334061,777.77777,1104.762,1
109,875,50,4,8.9030924,0.47114253,57.142857,95.360123,AgroPastoralist,No,RiceAndMaize,Yes,905000.13,0,241,None,28.993935,48.845688,777.77777,1104.762,6
110,876,64,11,0.1011715,2.1505377,70.731705,2757.6936,Diversifier,No,RiceAndMaize,Yes,290909.09,0,241,None,18.571461,49.692764,777.77777,1104.762,5
111,877,45,8,4.1480317,29.779692,21.428572,238.00446,Subsistence,No,Rice,Yes,644375.06,0,241,None,17.15732,49.333759,0,1104.762,10
112,878,47,11,8.4984064,1.5310463,46.666668,415.01898,AgroPastoralist,No,Rice,Yes,994415.63,0,241,None,18.007696,40.958336,0,1104.762,10
113,879,33,5,3.237488,7.3496661,46.875,277.37555,Subsistence,No,Rice,Yes,977371.5,0,241,None,19.01296,41.427082,0,1104.762,8
114,880,56,4,1.0117151,66.666664,74.817139,177.91571,Subsistence,No,Rice,Yes,328862.38,0,241,None,16.24103,41.545147,0,1104.762,7
115,881,34,8,7.689034,0,63.75,449.47128,AgroPastoralist,No,RiceAndMaize,No,767587.88,0,241,None,18.222,43.840649,805.68878,946.66669,1
116,882,52,11,21.448359,66.786354,40,51.938705,AgroPastoralist,No,RiceAndMaize,Yes,5755963.5,24.994587,241,None,18.515762,42.113094,805.68878,946.66669,8
117,883,31,7,0.404686,100,41.13924,963.71014,Subsistence,No,RiceAndMaize,Yes,211040.86,0,241,None,23.567518,44.939392,777.77777,1104.762,7
118,884,36,11,9.7124643,57.798164,21.621622,101.00423,AgroPastoralist,No,RiceAndMaize,Yes,1027857.2,0,241,None,18.593428,41.708519,777.77777,1104.762,4
119,885,52,11,4.0468602,5.531775,25,31.269096,AgroPastoralist,No,RiceAndMaize,Yes,291115.84,0,241,None,18.7661,42.654026,805.68878,946.66669,3
120,886,39,4,5.7161899,72.222221,0,113.36223,AgroPastoralist,No,Rice,Yes,15712500,91.893127,241,None,16.705652,42.163525,0,946.66669,3
121,887,47,11,8.9030924,0,28,125.79899,AgroPastoralist,Yes,RiceAndMaize,No,169469.3,0,241,None,18.171989,41.005135,805.68878,946.66669,6
122,888,70,11,6.7784905,6.4516129,0,128.05211,AgroPastoralist,No,Rice,Yes,396948.09,0,241,None,18.180967,41.586414,0,1104.762,2
123,889,43,7,8.2960634,10.455764,81.300812,134.88326,AgroPastoralist,Yes,Rice,Yes,1337663.4,0,241,None,18.233459,41.529434,777.77777,1104.762,4
124,891,29,4,1.3152295,1.591512,66.666664,573.28394,Subsistence,Yes,Rice,Yes,167450,0,23,None,19.217382,32.679646,0,1860,5
125,892,39,5,1.5175725,21.917809,11.089988,96.206276,Subsistence,Yes,Rice,Yes,376900,6.2709966,23,None,14.396434,32.089657,0,1860,3
126,893,24,3,1.124,51.724136,86.666664,103.20285,Subsistence,No,Rice,Yes,655833.31,11.801897,23,None,18.926693,33.118904,0,1860,2
127,894,44,4,1.2646438,100,87.532471,185.03233,Diversifier,No,VegitAndRice,Yes,605875,26.512012,23,ApplyFertilizer,17.892941,33.606655,0,1860,5
128,895,35,7,2.4281161,45.525291,20.588236,105.84338,Subsistence,Yes,Rice,Yes,666428.56,5.9488401,23,None,18.839085,33.006721,0,1860,9
129,896,50,5,0.404686,0.23774146,54.054054,1039.3861,Subsistence,No,RiceAndMaize,Yes,1014612,0,23,None,27.196295,31.642347,805.68878,1860,6
130,897,29,3,1.214058,33.870968,44.117645,51.068398,Subsistence,No,Rice,Yes,662666.69,0,23,None,21.315128,32.141811,0,1860,3
131,898,26,4,1.3152295,100,66.666664,404.49213,Subsistence,Yes,Rice,Yes,322875,0,23,None,18.950504,34.091888,0,1860,5
132,899,39,10,12.342923,25.161291,66.666664,100.46243,AgroPastoralist,Yes,Rice,Yes,822900,12.539185,23,None,26.899723,33.184685,0,1860,8
133,900,55,6,4.1480317,1.8518518,25,156.21867,Subsistence,Yes,Rice,Yes,98446.398,0,23,None,18.770533,32.730236,805.68878,1860,3
134,901,49,3,2.2257731,1.1904762,0,150.95879,Subsistence,No,Rice,Yes,16800,0,23,None,26.850933,32.455135,0,1860,9
135,902,48,6,3.3386595,78.571426,52.63158,670.92798,Subsistence,No,Rice,Yes,635866.38,0,23,ApplyImprovedSeed,18.938669,35.014027,0,1860,9
136,903,49,6,4.0468602,74.611397,61.363636,47.691296,Subsistence,No,Rice,Yes,234500,29.481133,23,None,18.618727,32.666481,0,1860,9
137,904,46,7,2.4281161,0.42462844,47.95137,193.97754,Subsistence,No,Rice,Yes,613505.69,0,23,None,19.040453,33.248669,0,1860,2
138,905,47,5,4.3503747,73.426575,38.230087,65.741463,Subsistence,No,RiceAndMaize,Yes,451602.84,38.403408,23,ApplyFertilizer,17.633652,23.394173,611.11108,1138.2858,4
139,906,51,4,1.821087,3.5190616,13.993175,374.50159,Subsistence,No,RiceAndMaize,Yes,317294.16,0,23,None,24.78945,23.570866,611.11108,1138.2858,1
140,907,41,4,0.60702902,0,35.714287,929.11536,Subsistence,No,Rice,No,432800,31.905195,23,None,27.403379,23.588245,0,1138.2858,10
141,908,61,3,1.214058,6.5573769,48.3559,251.22357,Subsistence,No,Rice,Yes,238970.52,0,23,ApplyImprovedSeed,17.633652,23.494534,676.88849,1138.2858,5
142,909,42,7,0.60702902,0.28248587,64.110428,583.16815,Subsistence,No,Rice,Yes,215933.14,0,23,CropMultipleTimes,15.142417,23.570866,0,1138.2858,7
143,910,40,3,0.80937201,58.131489,39.644283,357.06696,Subsistence,No,VegitAndRice,Yes,731029.44,20.479792,23,None,30.372133,23.381191,0,1138.2858,5
144,911,34,4,1.214058,0.36101082,86.666664,228.16043,Subsistence,No,Rice,Yes,247878.91,0,23,ApplyFertilizer,31.711229,23.475788,0,1138.2858,1
145,912,44,6,8.0937204,1.369863,57.912457,36.077351,Subsistence,No,Rice,Yes,648986.44,22.463392,23,ApplyImprovedSeed,25.801111,23.381191,0,1138.2858,5
146,913,43,6,0.60702902,17.006804,46.067413,242.16306,Subsistence,Yes,Rice,Yes,323555.97,0,23,ApplyImprovedSeed,27.403379,23.487856,0,1138.2858,9
147,914,46,3,1.416401,0.19569471,44.216484,360.77353,Subsistence,No,Rice,Yes,1012833.3,0,23,UseIrrigation,30.361359,23.481607,0,1860,3
148,915,68,4,1.416401,6.9868994,45.085663,323.35474,Subsistence,No,Rice,Yes,269875,0,23,UseIrrigation,17.147486,23.30098,0,1860,3
149,916,50,5,0.60702902,0,44,1138.0565,Subsistence,No,Rice,No,305900,0,23,UseIrrigation,17.229992,23.494534,0,1860,5
150,918,79,5,3.035145,0.44444445,50,74.131546,Subsistence,No,Rice,Yes,336600,0,23,UseIrrigation,17.766525,23.394173,676.88849,1138.2858,7
151,919,42,3,0.9105435,70.329674,26.041668,99.940308,Subsistence,No,Rice,Yes,149533.33,0,23,UseIrrigation,17.229992,23.494534,0,1138.2858,2
152,920,52,7,0.80937201,82.885902,52.573185,368.18668,Subsistence,No,Rice,Yes,117668.12,12.380516,83,ApplyFertilizer,25.033855,4.3918834,0,1312.6154,3
153,922,35,3,1.0117151,1.5831134,35.474007,374.61142,Subsistence,No,Rice,Yes,1851392.3,86.085533,83,None,16.240372,5.25137,0,1312.6154,3
154,923,40,8,1.5175725,16.666666,42.14418,138.37889,Subsistence,Yes,RiceAndMaize,Yes,238064.55,0,83,ApplyFertilizer,15.547224,5.7613769,805.68878,1312.6154,7
155,924,45,8,1.618744,64.596275,69.78022,99.459824,Diversifier,No,RiceAndMaize,Yes,454446.94,76.046623,83,None,17.493134,3.7384036,805.68878,1312.6154,4
156,925,72,2,1.416401,76.264595,0,2177.3494,Diversifier,No,RiceAndMaize,Yes,589070.69,16.781557,83,None,16.705652,4.0163684,805.68878,1312.6154,4
157,926,66,4,0.50585753,41.558441,42.363113,304.43353,Subsistence,No,Rice,Yes,14209.362,0,83,None,17.045866,4.4194479,0,1312.6154,6
158,927,35,2,0.80937201,21.221865,62.5,384.24854,Subsistence,Yes,RiceAndMaize,Yes,300840.59,0,83,ApplyFertilizer,16.300188,3.8700824,805.68878,1312.6154,10
159,928,26,3,1.062,0.55248618,52.680721,681.73254,Diversifier,No,RiceMaizeAndVegit,Yes,202299.48,0,83,UseIrrigationAndFertilizerApplication,16.24103,5.7481875,805.68878,1312.6154,10
160,929,39,4,0.9105435,21.538462,46.875,214.15781,Diversifier,Yes,RiceAndMaize,Yes,182581.22,0,83,None,25.241495,4.7451982,805.68878,1312.6154,5
161,930,54,2,1.0117151,0.57388806,61.842918,688.92914,Diversifier,No,RiceAndMaize,Yes,217902.25,0,83,None,24.953814,6.0801482,805.68878,1312.6154,7
162,931,38,1,0.48562321,3.6697247,60,224.45386,Subsistence,No,RiceAndMaize,Yes,556375.75,29.469227,83,ApplyFertilizer,17.626665,5.7911606,676.88849,1312.6154,4
